region,activitydate,croptype,irrigationhours,fertilizer_amount,anomaly_score,is_anomaly,anomaly_reason
West ,2023-08-31, wheat ,,31.580514849524167,0.006386795843261184,False,Normal activity pattern
 south,,Maize,6.760529468486849,13.154339485103206,0.005105955112710614,False,Normal activity pattern
unknown,,Cotton,8.270623407153748,2.8566270316304765,0.00993763106144141,False,Normal activity pattern
 south,,Maize,5.284809094975435,42.81384956092135,0.016448739009189195,False,Normal activity pattern
North,2023-10-08,Rice,7.63205466276513,39.812077603023056,0.004168976640784083,False,Normal activity pattern
unknown,2023-05-28, wheat ,4.762951575326635,95.97959630226894,0.01306819766053613,False,Normal activity pattern
West ,,Cotton,6.041934017775052,80.03079756376364,0.003085900099516925,False,Normal activity pattern
West ,,Maize,11.131629172938858,23.49852934751212,0.005090762944104599,False,Normal activity pattern
unknown,,Rice,9.834766644598291,16.49184102998217,0.003207904837954856,False,Normal activity pattern
 south,2023-07-08, wheat ,0.6887459903631932,34.123781698057755,0.01052383069856977,False,Normal activity pattern
North,,Maize,,88.35837958044614,0.0026762505628908917,False,Normal activity pattern
West ,2023-02-16,Wheat,7.507373307006668,28.47223384450238,0.006138912174024069,False,Normal activity pattern
EAST,2023-07-30,Rice,8.364114073740637,31.54790721357388,0.005985932619571144,False,Normal activity pattern
unknown,,Rice,,,0.004887061422809369,False,Normal activity pattern
unknown,2023-02-01,Rice,8.674837517385297,34.26065337901281,0.006014668544844115,False,Normal activity pattern
unknown,, wheat ,1.6532483511614364,,0.004390074856190362,False,Normal activity pattern
West ,2023-05-06,Rice,11.832044976437857,46.64666991869812,0.005106559631393837,False,Normal activity pattern
North,2023-12-25,Wheat,2.4887866400517398,45.36859818490365,0.008855360549513747,False,Normal activity pattern
 south,,Cotton,5.033689718776833,95.69320052913392,0.01816517665420969,False,Normal activity pattern
EAST,,Rice,2.229428053218312,29.68045830146077,0.0033838396495653456,False,Normal activity pattern
North,2023-09-04,Cotton,5.78742010261149,84.15638371288836,0.005603634772398114,False,Normal activity pattern
West ,2023-12-28,Rice,1.6685971789132998,78.01138786229068,0.00801104872625269,False,Normal activity pattern
West ,2023-01-03,Rice,1.7288392876403598,6.65051823088465,0.010814414311923648,False,Normal activity pattern
unknown,2023-06-06,Rice,7.862828462126586,43.89506454684104,0.005184450977969157,False,Normal activity pattern
EAST,,Cotton,9.854372698853757,27.19953292163133,0.006248775115241134,False,Normal activity pattern
EAST,2023-09-26,Cotton,7.164370344680883,7.897381050089547,0.0048618243936920935,False,Normal activity pattern
 south,,Cotton,0.5050445636047387,72.53256514610158,0.004873365846639888,False,Normal activity pattern
unknown,,Maize,,84.01134722306266,0.002354787535368219,False,Normal activity pattern
EAST,,Maize,7.377783495591769,,0.008888886123372686,False,Normal activity pattern
 south,,Rice,6.624522152412641,71.58704930494557,0.008248288633360579,False,Normal activity pattern
 south,2023-04-24, wheat ,,89.1785945592955,0.008597263150255552,False,Normal activity pattern
North,,Wheat,9.2808366066858,40.04142337502531,0.032979011827491855,True,Missing activity date
unknown,2023-05-05,Cotton,4.812964954661515,79.55946138435333,0.00701480416615663,False,Normal activity pattern
EAST,, wheat ,8.552854843332835,46.02962536555152,0.010909528274353875,False,Normal activity pattern
unknown,2023-08-22,Wheat,4.165264098994982,46.50177572761994,0.005457186971684069,False,Normal activity pattern
 south,,Wheat,10.165399779517074,,0.0033468842486397143,False,Normal activity pattern
West ,2023-06-15, wheat ,3.2090789763725027,72.26467988991773,0.006211466991198233,False,Normal activity pattern
unknown,,Cotton,1.5802565315345287,24.784350594206416,0.002915632627270459,False,Normal activity pattern
EAST,2023-01-03,Maize,7.036857400179782,42.96916613262846,0.0041430374666151515,False,Normal activity pattern
EAST,,Maize,0.2303481571577261,42.82991701515816,0.009270830817349474,False,Normal activity pattern
unknown,2023-01-13,Cotton,0.3395317436771274,80.11523525931011,0.02447969400614003,False,Normal activity pattern
EAST,,Cotton,,,0.004323958047314891,False,Normal activity pattern
unknown,, wheat ,6.714531464078583,55.86818837478429,0.028967050442574083,False,Normal activity pattern
West ,, wheat ,3.226997577459355,,0.004379747811419921,False,Normal activity pattern
unknown,,Rice,0.2770471377430956,,0.007436587121201987,False,Normal activity pattern
West ,,Cotton,8.681808829194889,39.9616396674485,0.026967664538570024,False,Normal activity pattern
North,,Maize,10.189323199703413,7.679984024939801,0.003233924903526364,False,Normal activity pattern
 south,,Maize,3.1179104277217777,2.53994757889372,0.010164795229978485,False,Normal activity pattern
North,,Rice,5.614311814868789,67.06361679287366,0.005826498366202526,False,Normal activity pattern
 south,2023-05-19,Cotton,,2.9612307477389743,0.1617366513142554,True,Statistical outlier in local neighborhood (score: 0.162)
EAST,,Rice,2.611334768497715,44.9783450204685,0.007196228588971065,False,Normal activity pattern
 south,, wheat ,1.4397848178160246,20.81504576006568,0.01016059383070822,False,Normal activity pattern
 south,,Rice,3.582093314170845,13.213912175472608,0.002931235738296456,False,Normal activity pattern
EAST,,Cotton,0.7705651699112712,12.802104170773433,0.016728866694822986,False,Normal activity pattern
North,2023-08-09,Wheat,8.615277403334977,64.46134875094502,0.007294777460884583,False,Normal activity pattern
unknown,, wheat ,8.427395449431717,71.82093196603836,0.008814578346796331,False,Normal activity pattern
unknown,2023-11-24,Maize,7.303832509547037,52.20344742371648,0.004151216315234851,False,Normal activity pattern
unknown,, wheat ,1.8527215768762089,,0.002875054263093646,False,Normal activity pattern
North,,Maize,0.4233950880475072,0.4131945342768839,0.011339224385046975,False,Normal activity pattern
EAST,2023-07-20,Cotton,1.7294010257774644,81.25368143209467,0.05568230465764423,True,Statistical outlier in local neighborhood (score: 0.056)
 south,2023-10-27,Maize,3.567056148990067,97.81229713183528,0.006596226384597337,False,Normal activity pattern
EAST,, wheat ,9.25584392238018,72.30390348786707,0.006495437666723558,False,Normal activity pattern
unknown,, wheat ,5.934764786722395,82.01046003418757,0.002920423400254557,False,Normal activity pattern
North,,Rice,10.577522757345395,80.24178731972412,0.006172700414909693,False,Normal activity pattern
unknown,,Wheat,7.919544584526665,81.39119202849152,0.005411530968421729,False,Normal activity pattern
EAST,,Cotton,6.57807050209654,5.215649209899331,0.013114079349676455,False,Normal activity pattern
North,,Wheat,7.462954946558449,,0.006969877276699066,False,Normal activity pattern
EAST,,Rice,7.736506735585184,78.5935662161714,0.007662952132782341,False,Normal activity pattern
 south,, wheat ,8.725393340854394,1.5262284799750891,0.01034730022694541,False,Normal activity pattern
North,2023-08-27,Cotton,,21.96327346099477,0.006051720605442346,False,Normal activity pattern
 south,,Maize,11.181026711254178,88.95699767697731,0.006032565435088122,False,Normal activity pattern
unknown,,Cotton,4.493186599055797,58.76464783604482,0.019003340599826446,False,Normal activity pattern
North,,Wheat,1.65630997076563,42.0112169548556,0.02889842794495312,False,Normal activity pattern
 south,2023-03-15,Maize,0.7630307438468296,6.279745303500861,0.07917810087054622,True,Statistical outlier in local neighborhood (score: 0.079)
EAST,,Rice,2.275818715655772,81.92911138451134,0.00857300723072807,False,Normal activity pattern
unknown,,Maize,,7.020879382607603,0.003479100037702909,False,Normal activity pattern
 south,, wheat ,5.7997746506682,21.372713698705347,0.004959630833347384,False,Normal activity pattern
 south,,Maize,1.00921356635002,23.08411648926075,0.013667019724835083,False,Normal activity pattern
unknown,,Rice,10.138578172721584,27.1120068419612,0.004019220532022305,False,Normal activity pattern
West ,,Rice,11.882035285821104,57.94599543419493,0.014930173313571382,False,Normal activity pattern
West ,2023-08-04,Maize,1.1822551093528482,84.59964003952494,0.0066917142743599944,False,Normal activity pattern
unknown,, wheat ,11.643181400690176,24.188682334470325,0.01046992717121309,False,Normal activity pattern
unknown,2023-01-20,Wheat,9.713581518760474,37.50132942695631,0.013125000269027853,False,Normal activity pattern
unknown,2023-03-12,Cotton,0.1302014148565189,37.99033058393122,0.01497243844669438,False,Normal activity pattern
unknown,, wheat ,8.092876207148283,42.08827783510114,0.01680209651649711,False,Normal activity pattern
West ,,Wheat,9.38351804932416,98.74842160778938,0.005425376786203584,False,Normal activity pattern
West ,2023-10-18,Wheat,3.239243894624509,,0.005191845351961155,False,Normal activity pattern
North,,Wheat,11.68840562156737,72.39079912628198,0.014830999433241732,False,Normal activity pattern
EAST,2023-11-25,Wheat,5.955108529557792,63.96496921744127,0.004166708096253524,False,Normal activity pattern
 south,2023-04-14,Maize,0.3331975940157341,25.27690846654631,0.07487412055511455,True,Statistical outlier in local neighborhood (score: 0.075)
West ,2023-04-17,Maize,,60.17776036397486,0.004140383615879539,False,Normal activity pattern
 south,,Rice,4.767790246021633,80.65119595807391,0.0030440772628334,False,Normal activity pattern
West ,,Maize,1.3231976956559173,,0.004921473964838219,False,Normal activity pattern
unknown,2023-06-25,Cotton,10.38666508164421,25.85391199891893,0.005512053410414053,False,Normal activity pattern
EAST,2023-11-21, wheat ,6.77188351781561,46.93802289323631,0.004768385924459828,False,Normal activity pattern
 south,,Cotton,2.608112969497929,94.46167165407516,0.004855349668947295,False,Normal activity pattern
EAST,2023-02-13,Rice,,95.19565346620396,0.00561072879668667,False,Normal activity pattern
West ,,Cotton,10.636311873312334,47.18411491738669,0.003690246255008689,False,Normal activity pattern
unknown,, wheat ,11.968919768705351,31.49565201989916,0.016518657554997485,False,Normal activity pattern
unknown,,Wheat,0.1074550105982381,13.690790023841735,0.012414569192364944,False,Normal activity pattern
North,,Cotton,2.722775677987849,72.88897985510737,0.00737052216981704,False,Normal activity pattern
North,,Rice,4.924600480595539,,0.009023337715526547,False,Normal activity pattern
North,,Wheat,1.097737948352535,,0.017360329791118234,False,Normal activity pattern
 south,,Rice,1.057129192982558,14.817314245208156,0.005636774688483559,False,Normal activity pattern
unknown,, wheat ,11.820176853115454,37.60635804463897,0.027861391781240807,False,Normal activity pattern
EAST,, wheat ,11.215986955189177,71.3748742389349,0.012544422996858318,False,Normal activity pattern
West ,, wheat ,5.227195970169433,,0.01044025639300561,False,Normal activity pattern
EAST,2023-11-17,Cotton,8.233584347354297,81.70749549339953,0.0056423886867381645,False,Normal activity pattern
West ,, wheat ,0.425360028468968,61.174255245514175,0.006246664473150476,False,Normal activity pattern
North,2023-09-12, wheat ,11.266163947557205,,0.005868071054755175,False,Normal activity pattern
West ,, wheat ,6.3856768879024415,36.88104860712744,0.004667371678080401,False,Normal activity pattern
 south,2023-06-24,Wheat,,11.300653960174966,0.009295442059448433,False,Normal activity pattern
EAST,,Wheat,11.953073644478044,80.59400655616,0.02202710325483126,False,Normal activity pattern
EAST,,Wheat,11.098851328160134,50.08283929825451,0.007194073117803956,False,Normal activity pattern
West ,,Rice,3.199702850106239,,0.00616416858248503,False,Normal activity pattern
EAST,, wheat ,10.634284982922624,69.17660693583586,0.00878100366714174,False,Normal activity pattern
 south,2023-10-12,Cotton,5.231487545374977,25.514786813003443,0.006549098504487705,False,Normal activity pattern
West ,,Rice,4.111107548132183,54.372424025564094,0.007258743128633172,False,Normal activity pattern
unknown,2023-08-28,Wheat,6.149938053367176,7.942271849365124,0.009727254173722999,False,Normal activity pattern
EAST,,Rice,0.699144006032836,,0.005243596435170139,False,Normal activity pattern
 south,2023-01-27, wheat ,4.608744426062179,61.59221960086967,0.008430849236236826,False,Normal activity pattern
North,2023-01-17,Wheat,2.471692795434095,12.78774021735536,0.009914794262827487,False,Normal activity pattern
West ,,Maize,8.812166014134483,,0.0055436704538418535,False,Normal activity pattern
unknown,2023-10-25,Cotton,4.041352225437995,69.71177245625681,0.0051136292535561845,False,Normal activity pattern
EAST,,Wheat,0.2840252714390727,,0.005731140029146431,False,Normal activity pattern
West ,,Wheat,0.7414477541818938,77.05425838730456,0.005835609739000325,False,Normal activity pattern
North,,Maize,0.8535329804271292,20.11930886733958,0.007284378614713316,False,Normal activity pattern
unknown,,Rice,,,0.004887061422809369,False,Normal activity pattern
 south,,Rice,2.447802142746709,31.539720231278213,0.0066549795637226294,False,Normal activity pattern
North,, wheat ,,44.6763947028832,0.040821309504994296,True,Missing activity date
West ,2023-09-26,Rice,11.80205974855113,53.89239991711165,0.005145497741706473,False,Normal activity pattern
North,2023-11-18,Wheat,9.519323760634018,54.97144908949523,0.005661047643537365,False,Normal activity pattern
EAST,,Rice,5.479459545987021,15.433267025974084,0.0044070770656152725,False,Normal activity pattern
West ,,Cotton,7.35559339580389,95.38741714830098,0.015959873078229436,False,Normal activity pattern
North,2023-08-07,Rice,10.306894402160497,,0.005387641674065358,False,Normal activity pattern
West ,,Cotton,0.2039555804639521,27.231845122336384,0.010864530072637657,False,Normal activity pattern
North,2023-01-25,Wheat,9.307051942434615,27.938600948203018,0.00730002261251772,False,Normal activity pattern
 south,,Rice,4.241428042765369,54.30730437667211,0.005047809226956801,False,Normal activity pattern
North,, wheat ,0.9757913741926614,89.1338870313849,0.007260312487319953,False,Normal activity pattern
EAST,2023-08-24,Maize,5.6877542623131925,0.4521213167651194,0.007706618454249359,False,Normal activity pattern
North,2023-10-23,Rice,2.6362533672842106,,0.004659003952683594,False,Normal activity pattern
West ,,Cotton,5.819366835449504,92.31427326943896,0.003439897554502802,False,Normal activity pattern
unknown,2023-06-17,Cotton,3.3289208343199164,,0.006725482595571819,False,Normal activity pattern
North,, wheat ,3.0357839929432027,85.25652929956665,0.00600985167005641,False,Normal activity pattern
unknown,,Rice,4.991583855014266,38.46663385534348,0.017862916217865288,False,Normal activity pattern
North,,Cotton,3.744475210865559,33.86755978557704,0.010691348557506863,False,Normal activity pattern
West ,,Maize,5.936149927769113,71.39110283800201,0.006205620736268402,False,Normal activity pattern
EAST,,Rice,0.0908891854548339,26.373882820747877,0.01956635140749785,False,Normal activity pattern
West ,2023-11-22,Rice,11.498737213540146,,0.004929009357188652,False,Normal activity pattern
EAST,,Maize,,66.75329981141554,0.006835916128578257,False,Normal activity pattern
EAST,,Maize,0.5623715348433569,92.5458737832631,0.004947573191424026,False,Normal activity pattern
EAST,,Rice,0.4685069037890894,85.38569118026926,0.003713419212105551,False,Normal activity pattern
unknown,,Rice,,6.023662243528804,0.006804457410458209,False,Normal activity pattern
North,2023-09-29,Cotton,0.6179716904065384,8.617054567550298,0.005511003564834915,False,Normal activity pattern
North,,Cotton,9.698297587168366,71.88032720709737,0.005852608841682483,False,Normal activity pattern
West ,,Rice,9.207308315486603,80.40210227450368,0.005576688737402913,False,Normal activity pattern
EAST,,Rice,8.858470170440041,,0.005096939429241831,False,Normal activity pattern
West ,,Wheat,0.1965520484989151,67.86124017389052,0.006333225539260412,False,Normal activity pattern
EAST,,Cotton,8.507057125001985,91.46752308247582,0.005833255140213378,False,Normal activity pattern
unknown,,Cotton,,98.22011425664064,0.010936215031057905,False,Normal activity pattern
North,2023-12-10,Rice,10.593912733860371,80.53550062878216,0.00962841205025411,False,Normal activity pattern
West ,,Maize,11.558476359608468,25.74024221342336,0.009509319922362813,False,Normal activity pattern
EAST,2023-03-20,Rice,6.662205896065663,67.5556754313827,0.004551125247675758,False,Normal activity pattern
EAST,2023-03-02,Rice,3.318095430002368,88.2111079944509,0.009113523532729317,False,Normal activity pattern
West ,,Maize,6.223481139311542,39.64608947596199,0.005711887093452606,False,Normal activity pattern
North,,Maize,4.057065991539883,93.25895567828756,0.00883519514058173,False,Normal activity pattern
 south,2023-06-10, wheat ,,60.75038125977209,0.005163125361239751,False,Normal activity pattern
 south,, wheat ,,6.673314909812167,0.0027027760682922786,False,Normal activity pattern
North,, wheat ,1.9932383072069573,70.19661670145129,0.010707099942184217,False,Normal activity pattern
North,,Cotton,0.347967948714508,79.64182192577304,0.004250905324131082,False,Normal activity pattern
unknown,2023-04-21, wheat ,4.660897558011383,23.22241300090093,0.008921854330510737,False,Normal activity pattern
unknown,,Maize,1.244897118816609,35.089351714520575,0.010070022674471102,False,Normal activity pattern
 south,,Maize,6.953697930478166,86.1412536185749,0.010669510825910722,False,Normal activity pattern
West ,,Wheat,2.1215566114372595,99.57700844611816,0.007448214294943578,False,Normal activity pattern
North,2023-10-22,Cotton,1.9623255763787435,52.97498562037,0.006358141781197535,False,Normal activity pattern
EAST,,Maize,8.570058773595244,13.941026157731118,0.004847409232888511,False,Normal activity pattern
 south,,Maize,0.9599918443753864,11.945871224313098,0.008890326880138355,False,Normal activity pattern
unknown,,Wheat,,92.29629344931412,0.0049700815779635255,False,Normal activity pattern
North,2023-12-22,Wheat,4.416834520961334,0.971321698015315,0.01170978593658345,False,Normal activity pattern
EAST,,Rice,10.724730279257262,,0.003545891906732379,False,Normal activity pattern
EAST,,Rice,1.6954273831336937,16.320127693126494,0.003856604727700663,False,Normal activity pattern
unknown,,Wheat,1.6240473955960557,49.146605235378274,0.0125949407714262,False,Normal activity pattern
North,, wheat ,8.76858737475658,1.682064997566901,0.0076340165522491565,False,Normal activity pattern
 south,2023-05-16,Wheat,10.477224099072217,1.7748683232806317,0.0839168099662495,True,Statistical outlier in local neighborhood (score: 0.084)
North,,Rice,9.33325194491834,81.24983320314078,0.007315717538814659,False,Normal activity pattern
 south,,Cotton,7.501254637843471,46.751959092704176,0.00509060347519108,False,Normal activity pattern
North,,Cotton,9.788786958843447,98.16080208930794,0.010519135697070525,False,Normal activity pattern
 south,2023-02-24,Cotton,4.292154012274729,,0.005977407820928482,False,Normal activity pattern
 south,,Cotton,0.4136537414935897,71.38728750302216,0.004302652464263312,False,Normal activity pattern
unknown,,Rice,9.597356577852697,4.6315830160604925,0.007299397584909606,False,Normal activity pattern
 south,,Maize,11.347303171590132,45.38388713170093,0.012434997309088813,False,Normal activity pattern
unknown,,Cotton,3.269557819561623,93.57006408493862,0.005040363840821072,False,Normal activity pattern
North,,Maize,8.459571940710282,15.466862697336436,0.0037027121610591074,False,Normal activity pattern
West ,,Wheat,4.070322311844191,39.22261182906528,0.01761158092284687,False,Normal activity pattern
EAST,2023-09-24, wheat ,1.095570554643313,57.740962279649445,0.0062904372707572875,False,Normal activity pattern
unknown,,Rice,3.442105082462869,66.96000403891112,0.006310805679402676,False,Normal activity pattern
 south,, wheat ,0.1669472298626364,54.21640207244414,0.007085710616474117,False,Normal activity pattern
EAST,2023-05-09, wheat ,1.6840947038323266,81.92246628308153,0.011248121035636438,False,Normal activity pattern
EAST,,Wheat,6.192200998213407,87.12365753235375,0.002655703935681597,False,Normal activity pattern
North,, wheat ,6.27803177866392,67.45387791506144,0.005576408569041069,False,Normal activity pattern
unknown,, wheat ,9.93109317598612,44.31983859349794,0.009281720827932438,False,Normal activity pattern
unknown,,Maize,9.864121456261008,64.74411991253326,0.009194583327901795,False,Normal activity pattern
unknown,,Maize,,21.18434156926692,0.0029705507448285484,False,Normal activity pattern
EAST,2023-07-29,Cotton,11.065831479447576,7.498317450547209,0.008555946419872562,False,Normal activity pattern
unknown,2023-07-24, wheat ,10.68389073288212,,0.007819211293279005,False,Normal activity pattern
 south,, wheat ,1.6891239066423125,84.05033200386511,0.0060685534552554765,False,Normal activity pattern
 south,2023-12-27,Cotton,10.25434188393614,91.8851286000882,0.00918820034020118,False,Normal activity pattern
West ,,Maize,11.64082930081032,23.42084969198808,0.006172463481255663,False,Normal activity pattern
West ,, wheat ,11.8970152876417,9.744992173520028,0.0066951734308824395,False,Normal activity pattern
EAST,,Rice,2.6221124638829933,39.03948166265276,0.012008911675935652,False,Normal activity pattern
North,,Cotton,1.5000939153537485,,0.005336602122917089,False,Normal activity pattern
West ,,Wheat,3.964776490623343,23.6998742394672,0.006432808000246482,False,Normal activity pattern
 south,,Wheat,,32.59029016987316,0.004827927417399347,False,Normal activity pattern
EAST,2023-03-10,Rice,10.540513585479829,27.674440171728257,0.008800866261118645,False,Normal activity pattern
North,,Cotton,2.245174381389432,49.10025230988747,0.015612347727223308,False,Normal activity pattern
West ,,Rice,5.484823139945251,85.63669228011976,0.0034532394794006827,False,Normal activity pattern
unknown,,Cotton,8.64117868913646,36.44714960543525,0.01320782722747671,False,Normal activity pattern
unknown,,Rice,1.244013269579305,83.56993727973403,0.005170184055550253,False,Normal activity pattern
West ,, wheat ,4.034597451340469,,0.008838227277732091,False,Normal activity pattern
unknown,, wheat ,9.072824241881976,70.81975666378972,0.008615998878402142,False,Normal activity pattern
 south,2023-08-16,Cotton,3.89971055167052,52.95006138564655,0.2597916878883286,True,Statistical outlier in local neighborhood (score: 0.260)
 south,2023-05-29, wheat ,2.3819611755653582,31.07696274086156,0.009357119848063977,False,Normal activity pattern
North,2023-08-05, wheat ,4.337424455451398,26.62636173178777,0.004568165748378483,False,Normal activity pattern
 south,,Maize,0.0866437781483515,62.41602368840141,0.006258526279240839,False,Normal activity pattern
EAST,2023-05-05,Wheat,2.12276330157459,60.80021678101305,0.008610554897130585,False,Normal activity pattern
North,,Maize,3.1097597453666386,70.52154332367216,0.012786653791397207,False,Normal activity pattern
EAST,, wheat ,9.947000311669017,32.69552192710816,0.0029749224598999424,False,Normal activity pattern
West ,,Maize,,28.00122324737526,0.00437064857463676,False,Normal activity pattern
North,,Rice,4.527219954154275,56.260720634722105,0.0072443763353159385,False,Normal activity pattern
 south,2023-03-16,Maize,10.98310916072374,8.653064244048315,0.10249155203280558,True,Statistical outlier in local neighborhood (score: 0.102)
North,,Rice,4.945480460590526,68.5765617168877,0.011629821199227286,False,Normal activity pattern
North,, wheat ,6.932201378824368,29.180444038950817,0.006768952862727939,False,Normal activity pattern
unknown,, wheat ,4.389399271066807,13.11206712534978,0.0038198088803188535,False,Normal activity pattern
EAST,,Wheat,2.448685322645753,62.22699423643818,0.0068040548970913495,False,Normal activity pattern
North,,Maize,7.4967817779495824,90.58475967910246,0.01067198440197914,False,Normal activity pattern
unknown,,Rice,9.442850558187796,88.14621335970504,0.003038292452212432,False,Normal activity pattern
unknown,,Rice,8.322887753474054,89.10443856560494,0.006705684220944641,False,Normal activity pattern
North,2023-07-29,Rice,0.5077294676072883,53.26413568087739,0.011835610973315869,False,Normal activity pattern
EAST,,Maize,2.5039994694649854,60.18883768268718,0.013040944837202861,False,Normal activity pattern
North,,Cotton,1.3263856014383828,11.307094422952858,0.006695512479342747,False,Normal activity pattern
North,2023-03-05,Rice,3.468128398908908,53.62567378765413,0.00513785054207172,False,Normal activity pattern
West ,,Rice,11.07549017115272,62.4774824021622,0.010959643418890996,False,Normal activity pattern
EAST,,Wheat,11.807963300411329,96.4972611660976,0.019080135683924748,False,Normal activity pattern
 south,,Rice,2.200541206902535,,0.003181639816825399,False,Normal activity pattern
unknown,2023-03-18,Rice,4.466808730394455,7.149721980208145,0.0075388363598808406,False,Normal activity pattern
unknown,, wheat ,7.207982563433557,90.86264087806651,0.01252661521691878,False,Normal activity pattern
EAST,,Cotton,10.607514120724549,16.12476905799246,0.00498139766298944,False,Normal activity pattern
EAST,, wheat ,6.693046299732011,83.57776768418411,0.0041521233269120605,False,Normal activity pattern
 south,, wheat ,8.284706217183116,,0.008147384947673197,False,Normal activity pattern
North,,Wheat,6.899110050163877,21.841701955760552,0.006996623532003476,False,Normal activity pattern
North,,Maize,4.493958514221657,1.698622792438842,0.010181197589441582,False,Normal activity pattern
EAST,,Rice,,65.86964734597106,0.00346244331471135,False,Normal activity pattern
North,,Wheat,5.491316149823479,67.88557584120814,0.004745950326399573,False,Normal activity pattern
unknown,,Cotton,,3.9680902185641687,0.01113826104420923,False,Normal activity pattern
