stationcode,region,region_type,anomaly_score,is_anomaly,anomaly_reason,stationid,temp_mean,temp_std,temp_count,rain_mean,rain_std,rain_sum
S220,west, agro ,0.42271379826824945,False,Normal station,S220,29.676802449811007,10.145795767852173,268.0,23.770014692750163,14.402909367685158,5942.503673187541
S153,South , agro ,0.19179520053591084,False,Normal station,S153,27.20018342621557,10.511071982203044,351.0,23.628216739708137,14.778042676052925,7939.080824541934
S262,SOUTH, agro ,0.23756151053039015,False,Normal station,S262,26.529489668743395,10.417055212929974,222.0,25.892819282311862,14.113325199981583,5592.848964979362
S070,South ,Agro,0.38200999719201917,False,Normal station,S070,26.958060325263176,9.806483441482428,500.0,22.300834229864694,14.6594095862256,10525.993756496136
S166,EAST,Agro,0.29229897704961827,False,Normal station,S166,26.225835492634644,9.81629103381803,250.0,27.1439831764973,14.524108354586843,6731.707827771331
S301,South , agro ,0.17722646030439598,False,Normal station,S301,26.60895076085488,10.585359642109434,236.0,25.984306125988024,14.931537330621376,5872.453184473294
S351,unknown, agro ,0.1601945799369412,False,Normal station,S351,28.2738796228656,10.545735647716258,375.0,24.919419200896392,14.835659424526941,8447.683109103877
S234,SOUTH,Agro,0.38217617552261607,False,Normal station,S234,27.689464445749724,10.169290888551323,230.0,22.47700810560138,15.201000770253803,5034.849815654709
S379,North,Agro,0.21069457974782227,False,Normal station,S379,27.552862427083983,9.971002237123994,524.0,25.67255986946097,13.95027586226632,11912.06777942989
S331, north, agro ,0.31239711717503155,False,Normal station,S331,27.212336353708057,10.47433176452016,575.0,25.96003244676973,15.016087700208873,14667.418332424897
S286,South ,Agro,0.4877242463830287,False,Normal station,S286,30.00366945455273,9.244340486727022,232.0,24.24312270184474,13.514767703073282,5188.028258194774
S297,SOUTH, agro ,0.6008538600591692,True,Unusual observation count (920 vs regional avg 352),S297,30.040277555579305,9.901105180532866,920.0,26.289828810420282,15.26575337535941,23766.005244619933
S118,EAST,Agro,0.25790055392205063,False,Normal station,S118,26.530814565685592,9.693840275394122,115.0,25.58302345958948,15.804695668318033,2993.2137447719692
S345,North,Climatic,0.303385934628421,False,Normal station,S345,26.642646061372453,9.824971139177999,104.0,22.958817394906887,13.112964487251512,2249.964104700875
S175, north,Climatic,0.16317569133899373,False,Normal station,S175,27.9353251076219,10.196573498113423,448.0,26.403251675724835,15.00511160034655,11511.817730616029
S113,SOUTH,Climatic,0.2854226803917305,False,Normal station,S113,27.76162656730567,10.366312683855895,248.0,23.120672586595052,14.282161663912047,5271.513349743672
S225,North,Agro,0.27889237083608376,False,Normal station,S225,26.64240916030393,10.482112152685863,128.0,25.142115377633345,14.392290980549008,3193.048652959435
S361,west,Agro,0.18869560775032213,False,Normal station,S361,27.112243804340107,9.886348285301201,472.0,25.580946262677827,14.922824917201531,11767.235280831801
S227,unknown,Climatic,0.11116570159579915,False,Normal station,S227,27.185827591401694,9.86798779339545,264.0,24.198932963642026,14.462714922445528,6001.335374983222
S432,South ,Climatic,0.0,False,Normal station,,,,,,,
S401,South ,Agro,0.0,False,Normal station,,,,,,,
S070, north,Climatic,0.44152010836297606,False,Normal station,S070,26.958060325263176,9.806483441482428,500.0,22.300834229864694,14.6594095862256,10525.993756496136
S221,SOUTH,Agro,0.40598113336288455,False,Normal station,S221,29.74051438240888,9.898458248115697,127.0,27.165918475008684,14.477742807499823,3368.573890901077
S439,unknown, agro ,0.0,False,Normal station,,,,,,,
S317,west,Climatic,0.20082056904624518,False,Normal station,S317,28.607948004586103,9.879457319276488,202.0,26.0025188446805,14.343275159209307,4940.4785804892945
S331, north, agro ,0.31239711717503155,False,Normal station,S331,27.212336353708057,10.47433176452016,575.0,25.96003244676973,15.016087700208873,14667.418332424897
S079, north,Agro,0.155769568718207,False,Normal station,S079,28.11427570163763,10.508882946693246,244.0,24.239442038254325,14.051196125928891,5526.592784721986
S075,EAST,Climatic,0.2902451447496677,False,Normal station,S075,29.05092661956391,10.070962360160756,484.0,24.330730646965577,14.347958922500151,10997.49025242844
S298,SOUTH, agro ,0.3484715964895065,False,Normal station,S298,28.85271536092824,9.541268703957144,220.0,27.337731930876803,14.143371273488174,5631.572777760622
S320,SOUTH,Climatic,0.11794082789967882,False,Normal station,S320,28.303306532780354,10.11479467892247,393.0,25.31592085588568,14.143079535390202,9797.261371227758
S314,EAST,Climatic,0.29402216764908484,False,Normal station,S314,28.08811682677505,10.008309310369816,605.0,24.049555215245725,15.190939303309259,14068.98980091875
S027,North, agro ,0.26699863608426794,False,Normal station,S027,28.498386834679142,9.762489251683709,570.0,25.819581705791858,13.751702822468424,13297.084578482807
S317,North,Climatic,0.24396087701867702,False,Normal station,S317,28.607948004586103,9.879457319276488,202.0,26.0025188446805,14.343275159209307,4940.4785804892945
S420,SOUTH,Climatic,0.0,False,Normal station,,,,,,,
S017,SOUTH,Climatic,0.3306954520423404,False,Normal station,S017,28.197358641554068,10.341628397177452,665.0,25.219319924393464,13.969748156937495,15383.785153880013
S100,South ,Agro,0.28407258321832407,False,Normal station,S100,27.66556837240249,9.936034015886717,120.0,23.813809682865074,13.796931576310172,2595.705255432293
S242, north,Climatic,0.2631709172047262,False,Normal station,S242,27.05968677363325,10.31670415920937,460.0,23.510802669571497,14.422803347933073,10720.926017324602
S254,North,Agro,0.13202576316967324,False,Normal station,S254,27.682279583451784,9.994143654752303,244.0,25.883256949434642,15.195307983905613,5849.61607057223
S442,unknown, agro ,0.0,False,Normal station,,,,,,,
S152,North,Climatic,0.2862499174825462,False,Normal station,S152,27.91488257373796,10.614213983308549,118.0,24.031967610103006,14.232526418549119,2691.5803723315366
S257,west,Agro,0.2442305766504674,False,Normal station,S257,27.74272696211226,9.71016033464656,111.0,24.734901662521565,15.322151034779395,2547.694871239721
S365,SOUTH, agro ,0.13046039668869083,False,Normal station,S365,27.25207385330229,10.14662475022237,476.0,25.031634350530872,14.931768348213318,11214.17218903783
S342,west, agro ,0.3203486146749528,False,Normal station,S342,27.309607610627225,9.580803287585304,266.0,23.09067175298382,13.491988477175049,5818.849281751923
S132,SOUTH,Agro,0.22156575827768363,False,Normal station,S132,27.447278919913227,10.495442201614967,234.0,23.545488584971018,14.181850857328337,5132.916511523682
S053,EAST,Climatic,0.18354830415290663,False,Normal station,S053,27.097264926717802,9.550037356919697,244.0,26.357862380932826,14.865716811360747,6642.181319995072
S368,North,Agro,0.21119731371147324,False,Normal station,S368,27.591913819892415,10.65994594220053,426.0,23.488879465604697,14.88095675741497,9160.662991585832
S319,EAST, agro ,0.19242362367031102,False,Normal station,S319,28.570124451978753,9.68216714293307,378.0,24.097997662620347,14.031596489964125,8892.161137506908
S258, north,Climatic,0.10411290271692261,False,Normal station,S258,27.614073431431276,9.878437271097805,236.0,26.002553978529395,14.695417765242317,5720.561875276467
S149,North,Climatic,0.3452774571935094,False,Normal station,S149,28.988822895811374,9.868510136544835,134.0,24.48560211809615,13.807618213080698,3011.7290605258263
S294,unknown, agro ,0.31883453216083213,False,Normal station,S294,27.09671529698011,10.017828099754583,625.0,25.72680798706591,14.907195618395058,15564.718832174876
S159,North,Agro,0.1313494184254485,False,Normal station,S159,27.31674104104427,10.266744487233932,388.0,26.02027820015148,14.05740336245304,9783.624603256956
S124,SOUTH,Agro,0.24308522020155504,False,Normal station,S124,28.927727836125428,10.46380203975833,294.0,26.04849014667723,13.657755011863062,7658.256103123106
S367,west, agro ,0.3841719735600969,False,Normal station,S367,27.79816926705154,9.649866581554296,635.0,27.09089393850415,13.990289951432828,15983.627423717448
S387,unknown,Climatic,0.40816976078063083,False,Normal station,S387,28.657978008260002,9.435642726274402,700.0,25.273164784327932,14.147292326600867,16680.288757656435
S355,EAST,Climatic,0.13069809698007537,False,Normal station,S355,27.17148393282602,10.134102627464344,460.0,24.49667804476336,14.79140614806941,10778.538339695879
S056,EAST,Agro,0.2963279244863519,False,Normal station,S056,27.22626523927117,9.935266032128968,464.0,22.88900400440888,13.668662392565658,10986.721922116261
S322,EAST,Agro,0.25605484995421934,False,Normal station,S322,27.422849381412536,9.230023739212635,224.0,23.18012405495879,14.938455737852438,5053.267043981016
S429,EAST, agro ,0.0,False,Normal station,,,,,,,
S230,North,Agro,0.19311006935472,False,Normal station,S230,28.416786836253085,10.42930343795557,360.0,23.858419463820404,14.837285743963069,8445.880490192423
S297,SOUTH, agro ,0.6008538600591692,True,Unusual observation count (920 vs regional avg 352),S297,30.040277555579305,9.901105180532866,920.0,26.289828810420282,15.26575337535941,23766.005244619933
S180, north,Climatic,0.13282411994869997,False,Normal station,S180,27.837595827352654,9.704004172006753,246.0,26.197338527258815,14.448945249845627,6234.966569487598
S094,North, agro ,0.22997348090594016,False,Normal station,S094,26.826307756652653,10.163813662788995,246.0,25.307693091660653,13.69675626703676,5770.154024898628
S297,unknown,Climatic,0.6702197647320405,True,Unusual observation count (920 vs regional avg 357),S297,30.040277555579305,9.901105180532866,920.0,26.289828810420282,15.26575337535941,23766.005244619933
S293,EAST, agro ,0.2241093668870832,False,Normal station,S293,26.657348047673842,9.961800513858748,145.0,25.09373904729931,15.023219414166705,3362.5610323381075
S321,EAST,Agro,0.11935668707868397,False,Normal station,S321,27.879040696570918,9.319472933504008,238.0,25.771649595707874,15.47964562147726,5979.022706204227
S026,EAST,Climatic,0.26641183177167976,False,Normal station,S026,27.03582946545301,10.286757062561044,516.0,26.95685400571861,14.346722348126963,13262.772170813556
S158,South , agro ,0.2914248654816525,False,Normal station,S158,26.025942942460386,9.537254417236262,256.0,26.73162910808562,14.05237915006573,6415.590985940549
S435,SOUTH, agro ,0.0,False,Normal station,,,,,,,
S080,South , agro ,0.303116555277653,False,Normal station,S080,27.694286568472798,9.93948954231688,106.0,25.765821693789817,14.365976307436464,2679.645456154141
S426,EAST, agro ,0.0,False,Normal station,,,,,,,
S286,SOUTH, agro ,0.45872177723294005,False,Normal station,S286,30.00366945455273,9.244340486727022,232.0,24.24312270184474,13.514767703073282,5188.028258194774
S357,SOUTH,Agro,0.22975081400041422,False,Normal station,S357,27.548210866872115,9.689944635859183,136.0,24.365544634566106,14.201356924743926,3094.4241685898955
S074, north,Agro,0.35958247793358855,False,Normal station,S074,25.667775601190804,10.199764890689666,232.0,25.880551802482433,14.175726442996936,5538.438085731241
S185,SOUTH,Climatic,0.16194635081187678,False,Normal station,S185,27.872424150023793,10.099203092766835,200.0,24.528623162962944,14.283049759925712,4415.15216933333
S231,SOUTH,Climatic,0.15164929143510877,False,Normal station,S231,27.643188299501155,10.356773603498011,496.0,24.67929353782596,13.726472276602811,11352.475027399942
S172,SOUTH,Agro,0.2135887464742099,False,Normal station,S172,27.787124547057076,10.517734178065693,444.0,23.598556633369864,14.6275344601605,10194.57646561578
S031,EAST, agro ,0.3326347637243353,False,Normal station,S031,28.079539585202607,10.022560392632862,402.0,27.43555655131737,14.935668496280273,10370.640376397965
S340, north, agro ,0.31388390261221655,False,Normal station,S340,25.905068139671574,9.982466349281092,244.0,23.548039318288826,14.755398921080301,5745.721593662473
S326,unknown, agro ,0.2814144480789879,False,Normal station,S326,27.9616949377227,9.677728012050382,327.0,26.952065629181227,15.447139454620292,8409.044476304543
S419,South ,Agro,0.0,False,Normal station,,,,,,,
S045,North,Climatic,0.18343381460729755,False,Normal station,S045,28.364343268445015,9.926377606335425,202.0,24.427308602009994,14.153821366243514,4494.624782769839
S441,SOUTH, agro ,0.0,False,Normal station,,,,,,,
S002,SOUTH,Agro,0.2215322764470673,False,Normal station,S002,26.609469243168014,10.44219946011345,420.0,24.158809657719512,13.019679438068957,8987.077192671659
S327,west, agro ,0.37817576601991976,False,Normal station,S327,28.173668790093668,9.664638196740455,630.0,24.249487557265155,14.997324158827682,14549.692534359094
S207,west, agro ,0.2186652661215263,False,Normal station,S207,28.69390548900093,9.921080299958254,242.0,26.188039832781374,14.03424410234067,6075.625241205279
S056,west, agro ,0.350709302639473,False,Normal station,S056,27.22626523927117,9.935266032128968,464.0,22.88900400440888,13.668662392565658,10986.721922116261
S050,North,Climatic,0.21910731617614734,False,Normal station,S050,26.86715644402795,10.492198237279888,212.0,25.867269919380007,14.704664399486953,5018.250364359721
S023,unknown,Agro,0.2803070677826181,False,Normal station,S023,28.236192004055138,10.859355752912768,122.0,26.347835989414012,14.364428152664965,3030.001138782611
S374,North,Agro,0.13881594094214653,False,Normal station,S374,28.021693775450398,9.842685153285919,381.0,26.075455330385143,15.268132045594962,9308.937552947496
S278,EAST, agro ,0.1808009710834472,False,Normal station,S278,26.73568973685994,9.515427831756485,496.0,25.384693018797016,14.759838597832802,11981.575104872192
S228,SOUTH,Climatic,0.129303736753649,False,Normal station,S228,28.02984238441184,10.464683806352943,387.0,25.87969089063802,14.409821403858876,9627.245011317344
S136,SOUTH, agro ,0.25411804295879487,False,Normal station,S136,27.03896310805598,10.663223883051897,113.0,24.12313121052298,13.96924833731286,2605.298170736482
S022,west,Climatic,0.27254120357762357,False,Normal station,S022,27.96005061286993,9.965884761394234,222.0,23.40822756635873,15.643970270165772,5196.626519731638
S153,unknown, agro ,0.185252308087542,False,Normal station,S153,27.20018342621557,10.511071982203044,351.0,23.628216739708137,14.778042676052925,7939.080824541934
S130, north, agro ,0.24354323543006742,False,Normal station,S130,27.554021758506437,10.553706328969422,118.0,25.234973200560027,14.927659264394428,2902.021918064403
S138,South , agro ,0.15348534624006813,False,Normal station,S138,27.693539478612223,10.676251016932586,216.0,24.458994735116192,14.260868799167293,4598.291010201844
S255,EAST,Climatic,0.40463061747593915,False,Normal station,S255,25.63554553578965,9.553418362235087,218.0,24.41326581458296,14.479001169849614,5273.26541594992
S219,SOUTH,Climatic,0.2096883655619291,False,Normal station,S219,26.954520445168914,10.080098689018984,226.0,23.624504395279494,14.757208597678655,4819.398896637017
S208,South , agro ,0.13716194161778614,False,Normal station,S208,27.42409818630584,10.237493821525973,228.0,25.112480233492974,15.241292190849894,5374.070769967497
S177,SOUTH,Climatic,0.4854897860372346,False,Normal station,S177,27.187722118712852,8.898717360316265,333.0,21.789701653245157,13.507569303415105,7125.232440611166
S230,South ,Climatic,0.17688885362212892,False,Normal station,S230,28.416786836253085,10.42930343795557,360.0,23.858419463820404,14.837285743963069,8445.880490192423
S395,North,Agro,0.36437483310778795,False,Normal station,S395,26.321058760762007,10.578221890424336,456.0,27.370722347541786,13.726549080479916,12809.498058649557
S065,unknown, agro ,0.20115298844997637,False,Normal station,S065,26.937478097173017,9.252053265716865,232.0,23.514963635504408,14.542136185089868,5126.262072539961
S361,unknown,Agro,0.1365906657764427,False,Normal station,S361,27.112243804340107,9.886348285301201,472.0,25.580946262677827,14.922824917201531,11767.235280831801
S414,North,Agro,0.0,False,Normal station,,,,,,,
S090,North, agro ,0.04667841563730656,False,Normal station,S090,27.79850159651342,10.00506749614476,390.0,24.802157165558445,14.688305220365931,9375.215408581093
S290,South ,Climatic,0.1612964917833074,False,Normal station,S290,28.079278420311805,9.763302959044449,327.0,23.841046936321103,14.099966495553288,7295.360362514258
S428, north,Climatic,0.0,False,Normal station,,,,,,,
S311,South ,Agro,0.33561194865246774,False,Normal station,S311,27.661690567354814,10.108471656728517,342.0,27.308640332961566,13.688476140902464,9093.777230876201
S403,west, agro ,0.0,False,Normal station,,,,,,,
S314,west, agro ,0.34819472831903403,False,Normal station,S314,28.08811682677505,10.008309310369816,605.0,24.049555215245725,15.190939303309259,14068.98980091875
S248,west,Climatic,0.21969364349782397,False,Normal station,S248,27.87974599864596,9.756860993176842,208.0,26.67784693387245,14.050414280334133,5495.636468377725
S114,west, agro ,0.3282337839380162,False,Normal station,S114,26.059505679709897,9.774355463012922,228.0,26.34711595047103,13.725562092901137,5796.365509103626
S413,unknown,Agro,0.0,False,Normal station,,,,,,,
S119,SOUTH, agro ,0.36353823889928816,False,Normal station,S119,28.421520547445212,9.496459073361914,696.0,23.534835179530518,14.199587493965343,15391.782207412958
S420,South ,Agro,0.0,False,Normal station,,,,,,,
S246,SOUTH,Climatic,0.2329291482123769,False,Normal station,S246,27.628255642977667,10.693788108601757,133.0,24.3246462147305,13.929427554217913,3235.177946559156
S155, north,Agro,0.24354323543006742,False,Normal station,S155,26.676052222761058,10.062116591091085,118.0,24.530565569557176,14.282552234519262,2747.4233437904036
S406,EAST, agro ,0.0,False,Normal station,,,,,,,
S326,SOUTH,Agro,0.29049952603186,False,Normal station,S326,27.9616949377227,9.677728012050382,327.0,26.952065629181227,15.447139454620292,8409.044476304543
S088, north, agro ,0.38962093372654394,False,Normal station,S088,25.51179915385024,10.599512119331807,232.0,25.343398398337534,13.439435408607048,5575.547647634257
S026,South , agro ,0.2852007339448021,False,Normal station,S026,27.03582946545301,10.286757062561044,516.0,26.95685400571861,14.346722348126963,13262.772170813556
