region,activitydate,irrigationhours,fertilizer_amount,observationdate,rainfall,temperature,rainfall_7d_avg,rainfall_irrigation_ratio,temp_irrigation_product,activity_intensity,weather_stress_index
 south,2023-05-09,17.887544842887635,186.42182679388577,,,,,,,0.23004923399306498,
 south,2023-05-10,47.92432153156143,647.8410189005604,,,,,,,0.7188592005257919,
 south,2023-05-11,44.167892967672664,363.43811860760934,,,,,,,0.5011094770085394,
 south,2023-05-12,34.866590089079665,352.4838098066916,,,,,,,0.44088970836104713,
 south,2023-05-13,41.99721124867624,346.0722031255236,,,,,,,0.47682431975658146,
 south,2023-05-14,36.19916363551386,271.04358282371436,,,,,,,0.39216828427696454,
 south,2023-05-15,18.083449091954265,289.85907825260466,,,,,,,0.30262000038120246,
 south,2023-05-16,46.666660363267184,361.8207002216002,,,,,,,0.5141367862652748,
 south,2023-05-17,20.30169283816412,156.4855675655915,,,,,,,0.22303286896796048,
 south,2023-05-18,70.36293777531138,553.3629681505673,,,,,,,0.7806049950169588,
 south,2023-05-19,27.604224150470273,91.92924409053472,,,,,,,0.2197701017212011,
 south,2023-05-20,42.27904058323621,376.00162982657434,,,,,,,0.49909704482385103,
 south,2023-05-21,34.72240176718584,413.75021466671444,,,,,,,0.4824006958341438,
 south,2023-05-22,16.163441944933407,202.86666169356616,,,,,,,0.2316508914751233,
 south,2023-05-23,30.658228097192136,50.0172314187642,,,,,,,0.2081020574744576,
 south,2023-05-24,13.2260365240691,106.22907993675467,,,,,,,0.14825904418643604,
 south,2023-05-25,25.086098153073458,124.13991206680208,,,,,,,0.2277692033641035,
 south,2023-05-26,40.98106419724129,354.54585590166334,,,,,,,0.4769264329590509,
 south,2023-05-27,27.91540062467635,202.25265945356307,,,,,,,0.2977508400017996,
 south,2023-05-28,58.21256777919666,342.8315310395315,,,,,,,0.566375470422813,
 south,2023-05-29,33.97780762611022,389.5935749617823,,,,,,,0.46149665667740886,
 south,2023-05-30,16.273683994913014,216.2913115071164,,,,,,,0.2415496404775745,
 south,2023-05-31,31.209245419126336,255.5709530231723,,,,,,,0.35323233165094214,
 south,2023-06-01,34.0165708001714,416.01093356302795,,,,,,,0.47996707402964,
 south,2023-06-02,9.61184469744496,156.89345725861568,,,,,,,0.16280279721388607,
 south,2023-06-03,49.78239176438704,397.96466452300837,,,,,,,0.5567447851682781,
 south,2023-06-04,15.15325595316132,251.1067367904297,,,,,,,0.25926022271760196,
 south,2023-06-05,29.571666876488933,292.8194776560489,,,,,,,0.3696964455951824,
 south,2023-06-06,34.60355934828849,284.64418984499406,,,,,,,0.39253233699666307,
 south,2023-06-07,25.72276704673574,205.16911256037116,,,,,,,0.28735392370817237,
 south,2023-06-08,18.803574568503095,91.11842769848688,,,,,,,0.16939222042914903,
 south,2023-06-09,19.383768015203866,91.30069529189132,,,,,,,0.1728024366257288,
 south,2023-06-10,17.450275938308145,217.6173249315992,,,,,,,0.24912606215248573,
 south,2023-06-11,36.21506199112942,207.64354623661785,,,,,,,0.3484570229923387,
 south,2023-06-12,33.469516555638094,286.8542431623132,,,,,,,0.38763973922782546,
 south,2023-06-13,25.672162905416275,252.97810975673846,,,,,,,0.320097326962515,
 south,2023-06-14,37.29942789195212,272.2730658476828,,,,,,,0.39924594883254905,
 south,2023-06-15,52.30958495348784,299.03134393195637,,,,,,,0.5027002535762211,
 south,2023-06-16,33.65431434594997,130.8181985391872,,,,,,,0.28088501815010625,
 south,2023-06-17,59.87852407130265,494.335275488682,,,,,,,0.6804754932683845,
 south,2023-06-18,41.40670080040464,407.3620021650966,,,,,,,0.515824980295472,
 south,2023-06-19,19.647013143236897,142.21133535313106,,,,,,,0.20946527757181052,
 south,2023-06-20,31.715259050173998,214.13413877375615,,,,,,,0.32746921583314903,
 south,2023-06-21,20.75546140116316,217.4532803005795,,,,,,,0.2677223446799458,
 south,2023-06-22,15.923120644217374,173.63013743248706,,,,,,,0.21009183665642261,
 south,2023-06-23,17.526010539080982,367.50146123815716,,,,,,,0.35310539918179723,
 south,2023-06-24,16.70461777042596,302.6988670437107,,,,,,,0.30368550936365774,
 south,2023-06-25,0.0,57.68847514640154,,,,,,,0.03985530379639025,
 south,2023-06-26,12.487024552347865,282.63510434317914,,,,,,,0.26594956452902174,
 south,2023-06-27,26.84221221690109,221.19551911123875,,,,,,,0.3047629331238042,
 south,2023-06-28,16.142429769892964,203.7703385512678,,,,,,,0.23215627243519477,
 south,2023-06-29,5.715246483626551,81.84245875073799,,,,,,,0.08889480878560152,
 south,2023-06-30,48.28303456886392,270.6067253351765,,,,,,,0.46026946796611823,
 south,2023-07-01,43.36305705794539,447.1889055126331,,,,,,,0.5544145572252361,
 south,2023-07-02,52.48831657847628,401.62690632420976,,,,,,,0.5745923124335586,
 south,2023-07-03,42.59904749425115,438.2791384535358,,,,,,,0.543934238067767,
 south,2023-07-04,41.31465546505521,179.68064666337906,,,,,,,0.35800545818136187,
 south,2023-07-05,14.119506145622701,239.32373604686967,,,,,,,0.24526795451592198,
 south,2023-07-06,23.37172126267879,148.79001711471804,,,,,,,0.2350947012315192,
 south,2023-07-07,49.64976656659299,113.54749278471462,,,,,,,0.359498413975925,
 south,2023-07-08,48.84859031903432,406.0751157137467,,,,,,,0.5570621054682541,
 south,2023-07-09,27.50515325303575,173.25263924369904,,,,,,,0.27539328092424303,
 south,2023-07-10,21.99235219043061,293.4858369477305,,,,,,,0.32725269541703156,
 south,2023-07-11,17.59852831610852,183.9477041047631,,,,,,,0.22670390224552922,
 south,2023-07-12,30.697216328654797,327.13310958079177,,,,,,,0.3997741260570614,
 south,2023-07-13,25.459174416820208,264.8577146827964,,,,,,,0.32709894250799754,
 south,2023-07-14,35.63795245099711,333.3886683443246,,,,,,,0.43206386573677585,
 south,2023-07-15,34.0253011269219,169.12674434020758,,,,,,,0.3094513272434112,
 south,2023-07-16,47.74555901739934,343.67420752814814,,,,,,,0.5077072040225152,
 south,2023-07-17,37.6030546182782,304.2042121780459,,,,,,,0.42302499244880337,
 south,2023-07-18,12.704458388367659,146.936990783203,,,,,,,0.1734304758944064,
 south,2023-07-19,34.825299798532455,131.6322214856028,,,,,,,0.2880759837864334,
 south,2023-07-20,23.435192094734766,145.10132582988058,,,,,,,0.23290557923547306,
 south,2023-07-21,27.731917606863504,237.92182757832387,,,,,,,0.3213549998901136,
 south,2023-07-22,42.2309775725872,422.24956519852185,,,,,,,0.5307763400254418,
 south,2023-07-23,9.710242121028148,89.42744943079266,,,,,,,0.11674947495586127,
 south,2023-07-24,20.207533093156385,134.1038250571883,,,,,,,0.20703695981139414,
 south,2023-07-25,27.782829285072086,224.06642493298585,,,,,,,0.3120708967905031,
 south,2023-07-26,38.2680524098826,354.13402420728346,,,,,,,0.46128440316919556,
 south,2023-07-27,26.17331171124654,413.23025249741346,,,,,,,0.4336477567594714,
 south,2023-07-28,6.68972314725251,258.81146709673305,,,,,,,0.21667379918737836,
 south,2023-07-29,16.125300299503966,356.5111665020862,,,,,,,0.33758354101338994,
 south,2023-07-30,29.62825971559913,66.63146357642934,,,,,,,0.2137500239982498,
 south,2023-07-31,6.744801229332241,68.11689322602665,,,,,,,0.08524019726927284,
 south,2023-08-01,46.949881773057754,323.92122384202565,,,,,,,0.4895563584173732,
 south,2023-08-02,30.39774618493157,242.46716384033382,,,,,,,0.3395856594590907,
 south,2023-08-03,17.23920212069688,91.32650455292297,,,,,,,0.1606805539129276,
 south,2023-08-04,17.691977094995163,211.1941377884583,,,,,,,0.246056661686125,
 south,2023-08-05,55.609852979020424,317.44719285931126,,,,,,,0.5341050126688693,
 south,2023-08-06,22.713703107755425,148.67557654884732,,,,,,,0.23129080355579712,
 south,2023-08-07,29.528546325513133,327.36888391100945,,,,,,,0.3933215421156193,
 south,2023-08-08,18.930064450662805,149.11573356206497,,,,,,,0.21017690593439495,
 south,2023-08-09,32.761516202043076,498.9224247111997,,,,,,,0.5301437625011529,
 south,2023-08-10,36.41997710203308,322.2398472703689,,,,,,,0.42878826257234437,
 south,2023-08-11,9.108252402376756,7.426015910462336,,,,,,,0.0566893747635154,
 south,2023-08-12,27.768274410396163,280.9078380768825,,,,,,,0.3512585993062579,
 south,2023-08-13,26.142033503424383,395.7179580211057,,,,,,,0.4213719614390345,
 south,2023-08-14,37.67143027753852,169.80592792999033,,,,,,,0.33056014690365243,
 south,2023-08-15,12.436700155259896,195.61788701077347,,,,,,,0.2055470079729247,
 south,2023-08-16,47.31902478486282,533.268384295379,,,,,,,0.6362778767807086,
 south,2023-08-17,24.324911921787525,207.54894995952063,,,,,,,0.28108526615642393,
 south,2023-08-18,29.607945166780844,221.8819616793305,,,,,,,0.3208931215798939,
 south,2023-08-19,15.494302304299355,172.26443238420597,,,,,,,0.20672090456053016,
 south,2023-08-20,4.887538208997597,13.70739278823917,,,,,,,0.0371368602336825,
 south,2023-08-21,43.65088630660378,355.03772304551995,,,,,,,0.4923792737382636,
 south,2023-08-22,13.827417619367214,212.94171303094055,,,,,,,0.22538795429068245,
 south,2023-08-23,32.63904470943706,244.10616266089983,,,,,,,0.3534052830835922,
 south,2023-08-24,38.12154621722049,146.66529209742032,,,,,,,0.3171209138445398,
 south,2023-08-25,10.57823286860961,191.16773380458815,,,,,,,0.19195232618512353,
 south,2023-08-26,36.58370551358866,368.3975928575166,,,,,,,0.4616041329370638,
 south,2023-08-27,41.42650188211436,365.15530234985533,,,,,,,0.48677767629625884,
 south,2023-08-28,46.803566976167055,466.2326704163042,,,,,,,0.5870469906401161,
 south,2023-08-29,27.940180580660936,129.14885552661576,,,,,,,0.2473858016583408,
 south,2023-08-30,34.482651616197664,281.00566454180665,,,,,,,0.3893341641209622,
 south,2023-08-31,34.35076395469325,179.55839776320562,,,,,,,0.31850059854361845,
 south,2023-09-01,26.567432101119927,223.98374719625673,,,,,,,0.3051337956135811,
 south,2023-09-02,43.89618984992553,305.9220426764522,,,,,,,0.459835252892791,
 south,2023-09-03,41.643936790774156,157.94162158354274,,,,,,,0.3448505507934665,
 south,2023-09-04,10.047145491368916,286.07330977487896,,,,,,,0.25451353288860884,
 south,2023-09-05,18.73679137038003,130.23141198250966,,,,,,,0.19603621459111528,
 south,2023-09-06,26.72931764617078,111.60300863273133,,,,,,,0.22840956749367552,
 south,2023-09-07,33.62262881806188,235.44540216098017,,,,,,,0.3529895739646163,
 south,2023-09-08,41.23124405945255,208.8518473953178,,,,,,,0.37768683374199985,
 south,2023-09-09,38.18046352938867,312.2769279720739,,,,,,,0.4318707293730461,
 south,2023-09-10,49.729973340777754,340.2920228375283,,,,,,,0.5166036960301479,
 south,2023-09-11,19.3897387113711,188.4383214330877,,,,,,,0.23994581940207843,
 south,2023-09-12,45.491965243311725,357.2437413491475,,,,,,,0.5043251174560253,
 south,2023-09-13,34.16015189212484,326.25338720916875,,,,,,,0.41876894121874975,
 south,2023-09-14,41.782906942482505,331.7899456830958,,,,,,,0.4657440106456695,
 south,2023-09-15,26.732784859035352,136.2542120989468,,,,,,,0.24545999985301462,
 south,2023-09-16,53.32117436990734,314.2777142905287,,,,,,,0.5189598209544392,
 south,2023-09-17,21.196239867654562,98.44421030296625,,,,,,,0.18799751871178472,
 south,2023-09-18,79.77442131555385,382.51555410119227,,,,,,,0.7158468944414015,
 south,2023-09-19,37.608003423022474,350.96426681352864,,,,,,,0.45535817930820566,
 south,2023-09-20,44.808481636688455,167.74813278629148,,,,,,,0.36953908046947226,
 south,2023-09-21,10.112270615196689,4.898316569618255,,,,,,,0.06062649176985097,
 south,2023-09-22,45.10589446016697,201.84614292271837,,,,,,,0.39477997284772204,
 south,2023-09-23,54.99400205900243,261.88134911216645,,,,,,,0.4922300351678865,
 south,2023-09-24,22.1858511764416,213.8453257090362,,,,,,,0.27332669991255604,
 south,2023-09-25,12.272131801648005,178.30433843334833,,,,,,,0.1926540068342388,
 south,2023-09-26,16.409562811778287,108.60269419496689,,,,,,,0.1679198476983098,
 south,2023-09-27,25.151675080614545,388.96299410728767,,,,,,,0.41109904387205565,
 south,2023-09-28,37.88855167948728,276.5871746827862,,,,,,,0.4055612868375931,
 south,2023-09-29,24.548138123373867,187.2986753082982,,,,,,,0.2683585487761761,
 south,2023-09-30,42.7233803618623,341.84847758827954,,,,,,,0.4780168847382628,
 south,2023-10-01,24.270780426415193,175.0525319428782,,,,,,,0.25832800673118406,
 south,2023-10-02,33.639244437165964,263.6035511628881,,,,,,,0.3725372828532616,
 south,2023-10-03,23.88593054193792,252.03917574089974,,,,,,,0.30933734445285715,
 south,2023-10-04,11.028205863635977,33.011358404257805,,,,,,,0.08523380322290407,
 south,2023-10-05,18.32642076868015,217.81367617623934,,,,,,,0.2542212961161239,
 south,2023-10-06,10.770187655869229,7.302461068359268,,,,,,,0.06601170748385163,
 south,2023-10-07,20.207422195859724,247.36414425833857,,,,,,,0.2852846202698881,
 south,2023-10-08,25.68535221096636,135.91875850736645,,,,,,,0.2392990575816341,
 south,2023-10-09,12.970694018811624,128.77115837250858,,,,,,,0.16238730240556196,
 south,2023-10-10,34.48983423399298,230.61378513279328,,,,,,,0.3545605264346234,
 south,2023-10-11,23.0377263867288,281.9329040743441,,,,,,,0.3251886420812404,
 south,2023-10-12,39.71161836438998,316.63122304621606,,,,,,,0.443546372612869,
 south,2023-10-13,54.99675765708917,188.83046232890595,,,,,,,0.44177688278413785,
 south,2023-10-14,31.889862284070045,77.45768455366148,,,,,,,0.23403176927203206,
 south,2023-10-15,36.25348706387272,286.80273471352393,,,,,,,0.4033633356947686,
 south,2023-10-16,27.993699941874375,310.8813690691564,,,,,,,0.37324251055237256,
 south,2023-10-17,14.964310774969395,415.7566569375593,,,,,,,0.37194254491920437,
 south,2023-10-18,23.017793860564574,211.79718635033558,,,,,,,0.2766210655882357,
 south,2023-10-19,33.21606041883278,189.82433898179474,,,,,,,0.3191698411417434,
 south,2023-10-20,32.56215414493248,526.6891783912959,,,,,,,0.5481984858965834,
 south,2023-10-21,28.15497458723265,177.96431657457646,,,,,,,0.282326877274617,
 south,2023-10-22,32.623493793098,220.08659588090813,,,,,,,0.33672282824694993,
 south,2023-10-23,35.60289610462096,391.6312364896517,,,,,,,0.4721035334464125,
 south,2023-10-24,0.9065644589769596,60.63329742390528,,,,,,,0.04702157309126536,
 south,2023-10-25,82.78857360342809,536.5039609970908,,,,,,,0.8392952127699488,
 south,2023-10-26,35.71951545640024,167.20428225991472,,,,,,,0.31771356853697785,
 south,2023-10-27,21.57126610541588,443.59434829070983,,,,,,,0.42857470091468425,
 south,2023-10-28,39.91690760329909,344.86301918098326,,,,,,,0.46421298425166363,
 south,2023-10-29,11.307882958657753,109.50768002439513,,,,,,,0.13966606989192537,
 south,2023-10-30,24.155950317621933,107.41377619833594,,,,,,,0.210948323866554,
 south,2023-10-31,17.428515473388632,142.25674835944557,,,,,,,0.1969384339745398,
 south,2023-11-01,12.043342723969868,111.256853019145,,,,,,,0.14503772967853895,
 south,2023-11-02,33.8262563800474,325.80433866234654,,,,,,,0.41656862896256364,
 south,2023-11-03,22.37463791218692,98.95342975372556,,,,,,,0.19501986475679345,
 south,2023-11-04,20.073548002009332,125.68264173691556,,,,,,,0.20046055961913822,
 south,2023-11-05,5.86400075823615,55.28241010840492,,,,,,,0.07138728834754621,
 south,2023-11-06,19.79840790471791,201.4548821060987,,,,,,,0.251251933662441,
 south,2023-11-07,41.37316396920132,157.07240644327769,,,,,,,0.34271727526937334,
 south,2023-11-08,30.461010630162008,94.11504011571182,,,,,,,0.2374515756590071,
 south,2023-11-09,23.14346968984457,269.9388389845991,,,,,,,0.3175008680169894,
 south,2023-11-10,78.46891293705569,552.8133739099881,,,,,,,0.8261106742483676,
 south,2023-11-11,21.581743526543796,89.92737597772998,,,,,,,0.1842956985603855,
 south,2023-11-12,20.215554543870642,267.9385740639884,,,,,,,0.2995449351415421,
 south,2023-11-13,19.837055301599445,442.24618675818834,,,,,,,0.41782647261667216,
 south,2023-11-14,26.034538284395303,166.14328618738122,,,,,,,0.2621569447363346,
 south,2023-11-15,43.189349493978625,341.9665454766674,,,,,,,0.4807361592608763,
 south,2023-11-16,47.15930720717943,244.35842119705055,,,,,,,0.4357742041570332,
 south,2023-11-17,12.295708236581465,125.65002918218451,,,,,,,0.15641012186331202,
 south,2023-11-18,20.147695934116133,344.24776893661095,,,,,,,0.3518806309275754,
 south,2023-11-19,32.57044220574146,270.6931845183169,,,,,,,0.37138515252506665,
 south,2023-11-20,54.608941596130286,219.80129435444482,,,,,,,0.46097843261272264,
 south,2023-11-21,14.502331515119051,147.2260956937601,,,,,,,0.18380740491840897,
 south,2023-11-22,65.50958263732794,287.9429116326078,,,,,,,0.5697606141955772,
 south,2023-11-23,22.95540917225652,126.76079197669317,,,,,,,0.21751873297066368,
 south,2023-11-24,6.735690520673195,146.21977121251746,,,,,,,0.13914765039675966,
 south,2023-11-25,88.32852106228464,584.8274077747366,,,,,,,0.904040390150119,
 south,2023-11-26,16.790020330925476,56.12316875070418,,,,,,,0.13381690748481745,
